dim2,dim5,dim9,dim12
0.245815408,-0.060897085,0.866728942,0.848534497
0.340035222,-1.268314636,1.043834233,0.800110432
0.334231827,1.646966003,1.198889326,0.710858229
0.241074072,-0.993419578,1.308592955,0.877968733
0.259584247,-0.697109525,1.171756639,0.768856335
0.40114155,-0.899824275,1.199123903,0.856367801
0.371859065,0.720611585,0.936241791,1.036059069
0.265046263,-0.054139928,1.389834632,0.896800317
0.340338668,1.3258104,0.842880327,0.980434693
0.342007616,1.162217866,1.12296472,1.079973051
0.508940549,-0.555590374,0.798076208,0.790694641
0.361655709,0.637966338,0.881898225,1.200558471
0.340566252,-1.335816915,0.716521765,0.603407441
0.154061089,-0.789284095,0.573195495,0.834608623
0.296908035,0.251248975,0.855625654,0.936520711
0.021493353,-0.478177597,0.924512964,0.846160768
0.215129487,-0.949168856,0.999812034,0.935175596
0.286970197,1.293965126,0.869465668,0.768223342
0.327897405,1.427514293,0.923731041,1.202220081
0.14150603,-1.484491724,0.963530862,1.02134195
0.212398476,-0.580331969,0.611275087,0.599530351
0.123033789,-0.566055308,1.007709444,0.739738597
0.316252686,-1.285502076,0.783141501,1.168038388
0.34716619,1.270159138,1.343701246,0.483138517
0.259622176,-0.0809953,0.871576858,0.741162833
0.232577599,-1.435223376,0.923965618,1.119614322
0.28435298,0.215210798,1.130627553,0.74773015
0.417110367,-1.529172134,1.571005913,0.901785147
0.303963144,0.828033073,1.086839931,0.741716703
0.160243789,-1.47016655,0.621596457,0.955906162
0.305935539,0.611353533,0.873688045,1.140028388
0.035034608,1.520485861,1.025380879,0.851462097
0.377700389,-1.613996995,0.735209695,0.743615688
0.240315459,-1.121355107,0.983235293,0.996180426
0.363438453,1.624961923,1.684071808,1.233711551
0.185202177,-0.390681061,0.801360279,0.997446415
0.306390706,-1.430912655,0.712924924,0.784918566
0.212436409,-0.324599519,0.754992316,0.988505369
0.361731572,0.732012122,0.814809336,0.760706533
0.354448883,0.390377132,1.223363478,1.264728273
0.263984203,-1.658684334,0.702368977,1.101099236
0.328580156,0.27782713,0.634341781,0.837931844
0.414569014,1.620145284,0.982531563,0.776927013
0.353424752,0.831255719,1.179888626,0.921328845
0.445141142,0.019461119,0.810274189,1.154745507
0.311776863,0.022025375,1.076753141,0.817676024
0.297325273,-0.797773857,0.820204596,1.097143023
0.196505521,-1.018646303,0.589850429,1.128792738
0.330476688,-1.259894179,1.149080908,1.199450731
0.332600808,0.16493061,0.930064608,1.142718615
0.36055572,1.27514904,0.777120704,1.130770846
0.306314847,1.168940372,0.589068509,0.913970288
0.259735968,-0.801550934,0.561466668,0.939131812
0.23530861,0.375234165,0.792211795,1.3846807
0.309501023,0.040945417,1.092860728,1.238933753
0.210122635,0.805682472,1.160809735,0.843866165
0.416200032,-0.976578659,1.05595402,1.05267517
0.394351958,-0.622746131,1.222972518,0.902022519
0.410510429,-0.741983986,1.201313283,1.06778791
0.333473213,1.440751393,0.625584257,1.102286102
0.278284072,1.705424085,1.111314083,1.082663279
0.214029495,1.560266465,0.983313483,1.063831694
0.317352675,-1.2337665,0.718867528,1.008919437
0.160585164,-0.522532276,0.745765639,0.542877358
0.342424854,-1.548123363,0.853749041,1.138604153
0.338745579,-0.428590452,0.705183897,1.335702761
0.265539363,-1.132062604,0.725435672,1.297248356
0.348493763,0.657267555,0.636609354,0.836032858
0.210919182,0.825087647,0.907779837,1.097776016
0.746538343,0.551024237,1.040550159,0.734199897
-0.68166563,1.611378305,1.20905431,0.862222999
0.43884465,0.313657394,0.732707545,0.634503287
1.231595903,-0.734672394,0.776495167,1.01469551
-0.262569525,0.871209583,0.699084907,1.100307994
0.338555924,-0.03546245,0.611431473,1.280632255
-0.602618086,1.053306336,0.866807135,1.35944005
-0.05550593,0.888778195,0.653186098,1.553294564
-0.06999545,-0.968989854,0.684306583,1.178245421
-0.593514724,0.413178209,0.878770539,1.061457968
1.171058534,-1.449098074,0.810430572,0.825588454
0.111123556,0.754570635,1.141730841,1.246292312
-0.866425982,0.166212738,0.947266888,0.909460202
-1.151854365,-0.066302812,0.697286487,0.930507263
-0.390623505,1.289113834,0.960637752,0.823056476
-0.662396841,0.896990739,0.941793435,1.20862915
1.055787192,-0.157749688,0.821377476,0.686487948
1.493696917,-1.648513943,0.939995015,1.136705167
0.961757032,1.599943114,1.069715844,1.228410222
-0.392026941,1.133629889,1.023973419,1.077045452
-1.630573707,0.09292356,0.575150301,0.853044581
0.277942697,0.546727379,0.846086207,0.870847548
-0.084750486,-0.323178782,0.746860329,1.168354886
0.750255548,-1.644161643,1.49953826,1.194940648
1.25974047,-0.906962604,0.743419873,0.507746173
1.71976378,-1.150601474,1.023973419,0.786659302
-0.749220175,-1.038363343,1.27794162,1.08361277
-0.27793145,1.642495885,0.76586103,0.883032689
-1.755763925,1.413584153,0.900977116,0.993411076
-0.053495603,1.17670244,0.758589157,0.972759635
-1.238146665,0.471601638,1.065571657,0.583547243
0.249608475,-0.423704505,1.036249589,0.659506565
0.456596208,-0.1985352,1.27966185,1.062011838
0.61912918,1.313890079,0.792133601,0.725179727
1.7285637,1.403223178,0.870091205,0.961998733
-1.224757134,1.229546882,0.835217493,0.876860992
-0.246069678,-1.34267803,0.9031665,0.878839101
-0.992431706,0.082354671,0.91356606,1.475357137
-0.638538443,-1.02193825,0.75655616,1.073563983
0.024831253,0.5760777,1.071123304,1.081872033
-0.740609909,-1.371862025,0.77446217,1.242494345
-0.142594776,0.466750345,0.675079906,0.715763937
-1.52137507,0.467027562,0.819422673,0.930823761
1.103655714,1.503644946,1.20475374,1.250485901
1.328243283,0.746392741,1.101383676,1.372020812
-0.602162919,-1.667818626,0.847806434,0.54936555
-1.235757032,1.436454535,1.079646251,1.298830843
0.16635063,1.260629811,0.676018213,0.799873057
1.669012528,-0.956168576,0.661943622,0.559968206
0.944726155,0.661079287,1.129923823,1.098488135
-1.224339896,0.597076868,0.998091807,1.102206976
-1.560329877,-0.353845886,1.078316984,0.964609834
-0.355803142,-1.154447859,1.012635551,1.389823779
1.19025146,-1.597890699,1.341981016,0.413904762
-1.35083872,0.568454241,0.876581158,0.979485199
-0.008889122,-0.245246224,0.964078206,0.68268998
-1.124164966,-0.380597303,1.167377878,1.140819633
-0.145515439,-1.471081365,0.825208893,1.290364544
1.487893522,0.973259997,1.064086007,0.807627237
0.337531798,-0.112216834,0.912784137,0.46177496
-0.647224571,0.219195789,1.329626652,0.666627749
0.523657652,-0.763572242,0.675158099,0.522938037
0.683725133,-1.696972126,0.788223994,1.102444351
0.214219149,0.892139446,1.046883726,0.803117154
-0.666531288,0.755887414,0.815043912,1.09817164
-0.499105255,-1.596764508,1.779388076,0.89062862
-1.581115892,0.088037613,0.878926922,0.546042329
1.25374742,-0.697906523,1.19404141,1.045553983
-1.801716945,1.389015817,0.8351393,0.889362631
-1.54769896,-0.214301903,1.316959519,0.455761513
-1.561278145,-0.214440511,0.907701647,0.636481395
-1.231167422,0.006917062,0.936867328,0.802563284
-0.816698857,-0.615157322,0.653733442,1.278970645
0.053051682,-1.23556841,1.173476869,0.955273166
-1.725722826,-1.237474274,0.886355179,0.825588454
-1.505520045,0.62507576,1.182312583,1.234265421
0.804951592,-0.856197288,0.843740441,1.190905308
-1.370031646,1.521352163,1.400312382,0.839435205
1.715212098,1.493006753,0.585628052,0.943958393
-1.015000465,0.931227011,1.392102205,0.983599664
0.802599889,1.428519204,0.808788536,1.400584682
-0.611873174,1.170014588,1.288497564,0.92544331
-0.410575045,-0.303496393,1.108264589,0.791565006
0.681297568,0.505872559,0.908874527,1.021579325
-1.292046166,0.55424688,0.669528263,1.008286444
0.093182344,1.660029843,0.772585557,1.06723404
1.018311679,-0.182733846,1.13344247,0.812216447
1.650312703,0.849482721,1.073938221,1.18228076
1.676977972,-1.608386821,1.241738642,0.989138365
-1.496113232,-1.146166007,0.47475154,0.848692746
1.361091252,0.663262368,0.959855829,0.592646539
1.473366069,1.70992886,0.852888927,0.672482948
0.37557627,0.931573529,1.055093907,1.265440392
-0.179766843,-1.133864513,0.83834518,1.490786375
-1.059493154,-1.035279309,0.82434878,0.728819443
-1.620969661,-1.565594949,0.784470768,0.482584647
-1.350459416,0.078958766,1.155805435,0.745989414
0.690059555,-1.360835727,0.775635051,0.946252997
0.951401956,-1.407803177,1.438626554,0.610845124
-0.639486711,-1.420735335,0.880099805,0.891973733
0.615601626,1.067860215,1.080819134,1.439355585
1.296533232,-0.00787938,0.832402576,0.833342634
-0.69998615,1.418885923,1.025224492,0.897512433
-1.414979506,1.010095176,1.131331283,0.957093025
0.253742919,0.857799223,0.777980817,0.757145941
0.753403794,0.942870111,1.100992715,1.339105107
0.920185005,-0.525269792,1.026866529,1.081634661
-1.128944231,-0.904710218,1.072374377,1.232999432
-1.177229991,-1.174407465,0.706278588,0.952187321
1.227158014,-0.693540361,1.224145401,0.873933396
1.616706116,-1.381727474,1.050402376,0.713152835
0.306807944,0.408708088,0.723168098,0.934938224
1.68744684,-0.852316253,0.811368879,0.882083198
-0.185001279,0.184682303,1.256047809,1.105688445
1.006173859,1.324736185,1.012088208,1.343140447
0.08859273,-1.399036194,1.191930223,0.668210236
0.167260965,-0.499869808,0.810039612,1.067629661
1.140751919,0.531133935,1.238610955,1.093424181
1.43824226,-0.040902828,0.666869729,0.506242809
0.485423526,-0.153348871,0.980811333,0.662592413
-0.480139917,1.353150903,0.700883327,0.861115259
-0.091236632,-0.080822041,0.891906826,0.893793592
0.649853034,0.675875729,1.165814035,0.839989075
0.777793223,-1.216960236,1.57444637,0.561234192
-1.964309849,-0.175942036,0.790335181,0.801455544
-1.137895872,0.326998452,0.731769239,0.763475883
0.050206882,0.554108275,1.074563758,0.949971841
1.647050665,0.125357918,0.749675249,0.962156982
-0.034530264,1.402495484,1.338305986,0.777718255
0.525971426,1.242853286,0.974086806,1.203723442
-1.130840766,-0.372488713,1.365829631,0.651752384
-0.878298285,0.993080995,0.475377077,1.250565024
1.660174679,0.297925345,0.858440571,1.117082344
1.003746297,-1.49879611,0.779779238,1.203248698
1.402663279,0.069498743,0.802533162,1.233711551
-1.458561861,-1.676086616,0.727390475,0.660535179
1.168668902,-0.34348491,0.828180196,0.966034072
-1.455717057,1.670078951,0.641144501,0.529900975
-0.333613691,-1.581112156,0.642004615,1.150156297
-1.264091254,-0.812708911,1.695096906,1.106321441
1.470255753,0.839052441,1.349331083,1.481607957
-0.607055979,1.392446376,0.925998614,0.717109049
1.414725236,-0.518789853,0.996918924,1.045633109
0.120075197,0.306934888,1.050793336,0.894268339
-0.529904972,1.490858322,0.879787036,1.116211976
-1.202378033,0.847680812,1.26464895,0.574843571
-1.671918154,-1.619219064,0.849057511,0.865625346
1.769263321,1.118140403,0.615497467,0.940635173
-1.68798559,-0.818842329,0.624411374,0.854468819
0.514440498,-0.89646302,0.986284787,0.840938566
1.032763269,-1.020517517,1.061896627,0.662829785
-0.136032768,-1.358964514,1.285135301,1.405806884
0.727231625,0.504139955,1.095441072,0.831839273
