id,value
14011,0.89914
14026,0.89914
14036,0.89914
14124,0.89914
14125,0.89914
14169,0.89914
14178,0.89914
14191,0.89914
14223,0.89914
14226,0.89914
14278,0.89914
14291,0.89914
14296,0.89914
14300,0.89914
14309,0.89914
14316,0.89914
14321,0.89914
14334,0.89914
14371,0.89914
14396,0.89914
14406,0.89914
14408,0.89914
14412,0.89914
14417,0.89914
14424,0.89914
14425,0.89914
14465,0.89914
14469,0.89914
14480,0.89914
14500,0.89914
14506,0.89914
14555,0.89914
14561,0.89914
14577,0.89914
14593,0.89914
14595,0.89914
14596,0.89914
14618,0.89914
14643,0.89914
14667,0.89914
14683,0.89914
14747,0.89914
14749,0.89914
14770,0.89914
14783,0.89914
14832,0.89914
14838,0.89914
14839,0.89914
14847,0.89914
14861,0.89914
14865,0.89914
14903,0.89914
14906,0.89914
14953,0.89914
14954,0.89914
14962,0.89914
15013,0.89914
15025,0.89914
15032,0.89914
15058,0.89914
15068,0.89914
15079,0.89914
15089,0.89914
15094,0.89914
15107,0.89914
15111,0.89914
15133,0.89914
15141,0.89914
15152,0.89914
15153,0.89914
15164,0.89914
15180,0.89914
15186,0.89914
15192,0.89914
15231,0.89914
15247,0.89914
15251,0.89914
15269,0.89914
15271,0.89914
15276,0.89914
15311,0.89914
15328,0.89914
15336,0.89914
15339,0.89914
15356,0.89914
15381,0.89914
15383,0.89914
15396,0.89914
15411,0.89914
15440,0.89914
15450,0.89914
15456,0.89914
15467,0.89914
15473,0.89914
15480,0.89914
15494,0.89914
15516,0.89914
15526,0.89914
15600,0.89914
15601,0.89914
15614,0.89914
15630,0.89914
15646,0.89914
15678,0.89914
15679,0.89914
15691,0.89914
15709,0.89914
15711,0.89914
15714,0.89914
15726,0.89914
15746,0.89914
15763,0.89914
15811,0.89914
15836,0.89914
15846,0.89914
15848,0.89914
15855,0.89914
15858,0.89914
15882,0.89914
15910,0.89914
15920,0.89914
15928,0.89914
15949,0.89914
15955,0.89914
15966,0.89914
15979,0.89914
15983,0.89914
16013,0.89914
16020,0.89914
16041,0.89914
16047,0.89914
16057,0.89914
16059,0.89914
16060,0.89914
16063,0.89914
16071,0.89914
16099,0.89914
16142,0.89914
16147,0.89914
16175,0.89914
16177,0.89914
16183,0.89914
16187,0.89914
16191,0.89914
16227,0.89914
16241,0.89914
16245,0.89914
16264,0.89914
16281,0.89914
16286,0.89914
16305,0.89914
16341,0.89914
16343,0.89914
16347,0.89914
16349,0.89914
16366,0.89914
16411,0.89914
16421,0.89914
16431,0.89914
16478,0.89914
16498,0.89914
16516,0.89914
16543,0.89914
16557,0.89914
16559,0.89914
16572,0.89914
16589,0.89914
16594,0.89914
16611,0.89914
16616,0.89914
16621,0.89914
16623,0.89914
16625,0.89914
16635,0.89914
16647,0.89914
16656,0.89914
16657,0.89914
16665,0.89914
16674,0.89914
16680,0.89914
16684,0.89914
16705,0.89914
16708,0.89914
16721,0.89914
16723,0.89914
16732,0.89914
16738,0.89914
16747,0.89914
16753,0.89914
16756,0.89914
16774,0.89914
16777,0.89914
16780,0.89914
16789,0.89914
16800,0.89914
16823,0.89914
16843,0.89914
16844,0.89914
16855,0.89914
16865,0.89914
16877,0.89914
16904,0.89914
16922,0.89914
16954,0.89914
16955,0.89914
16993,0.89914
16996,0.89914
17014,0.89914
17016,0.89914
17024,0.89914
17026,0.89914
17036,0.89914
17040,0.89914
17046,0.89914
17062,0.89914
17070,0.89914
17072,0.89914
17073,0.89914
17107,0.89914
17129,0.89914
17145,0.89914
17150,0.89914
17162,0.89914
17189,0.89914
17193,0.89914
17201,0.89914
17205,0.89914
17218,0.89914
17248,0.89914
17259,0.89914
17265,0.89914
17266,0.89914
17277,0.89914
17283,0.89914
17293,0.89914
17304,0.89914
17323,0.89914
17344,0.89914
17347,0.89914
17354,0.89914
17364,0.89914
17375,0.89914
17401,0.89914
17412,0.89914
17428,0.89914
17445,0.89914
17447,0.89914
17455,0.89914
17457,0.89914
17458,0.89914
17471,0.89914
17475,0.89914
17477,0.89914
17490,0.89914
17495,0.89914
17533,0.89914
17535,0.89914
17541,0.89914
17548,0.89914
17571,0.89914
17577,0.89914
17580,0.89914
17601,0.89914
17618,0.89914
17637,0.89914
17651,0.89914
17657,0.89914
17663,0.89914
17680,0.89914
17700,0.89914
17704,0.89914
17722,0.89914
17745,0.89914
17748,0.89914
17753,0.89914
17762,0.89914
17788,0.89914
17795,0.89914
17843,0.89914
17869,0.89914
17885,0.89914
17899,0.89914
17908,0.89914
17939,0.89914
17941,0.89914
17953,0.89914
17981,0.89914
17993,0.89914
18021,0.89914
18026,0.89914
18028,0.89914
18045,0.89914
18059,0.89914
18087,0.89914
18122,0.89914
18140,0.89914
18175,0.89914
18176,0.89914
18193,0.89914
18197,0.89914
18215,0.89914
18224,0.89914
18226,0.89914
18230,0.89914
18233,0.89914
18252,0.89914
18293,0.89914
18319,0.89914
18352,0.89914
18354,0.89914
18369,0.89914
18396,0.89914
18401,0.89914
18407,0.89914
18408,0.89914
18419,0.89914
18429,0.89914
18453,0.89914
18480,0.89914
18534,0.89914
18544,0.89914
18556,0.89914
18561,0.89914
18574,0.89914
18584,0.89914
18620,0.89914
18637,0.89914
18650,0.89914
18687,0.89914
18691,0.89914
18694,0.89914
250,0.88794
728,0.88794
1137,0.88794
1317,0.88794
1364,0.88794
1453,0.88794
1864,0.88794
2019,0.88794
2209,0.88794
2312,0.88794
2552,0.88794
2658,0.88794
2734,0.88794
2838,0.88794
2867,0.88794
2906,0.88794
3161,0.88794
4017,0.88794
4150,0.88794
4154,0.88794
4244,0.88794
4885,0.88794
5325,0.88794
5468,0.88794
5489,0.88794
5834,0.88794
6102,0.88794
6158,0.88794
6549,0.88794
6566,0.88794
6662,0.88794
6841,0.88794
6959,0.88794
7244,0.88794
7356,0.88794
7875,0.88794
7918,0.88794
8059,0.88794
8253,0.88794
8381,0.88794
8583,0.88794
8869,0.88794
8919,0.88794
8940,0.88794
9336,0.88794
9377,0.88794
9399,0.88794
9487,0.88794
9572,0.88794
9622,0.88794
9674,0.88794
9800,0.88794
10115,0.88794
10206,0.88794
10230,0.88794
10281,0.88794
10433,0.88794
10492,0.88794
10660,0.88794
10682,0.88794
10720,0.88794
11053,0.88794
11077,0.88794
11103,0.88794
11326,0.88794
11566,0.88794
12059,0.88794
12130,0.88794
12447,0.88794
12710,0.88794
12846,0.88794
12870,0.88794
12919,0.88794
13001,0.88794
13338,0.88794
13599,0.88794
13697,0.88794
13717,0.88794
14039,0.88794
14043,0.88794
14241,0.88794
14712,0.88794
15315,0.88794
15931,0.88794
17607,0.88794
17774,0.88794
18332,0.88794
18346,0.88794
166,0.88793
665,0.88793
1519,0.88793
1525,0.88793
1571,0.88793
1946,0.88793
2166,0.88793
2351,0.88793
2406,0.88793
2793,0.88793
3028,0.88793
3029,0.88793
3036,0.88793
3419,0.88793
3489,0.88793
4001,0.88793
4175,0.88793
4457,0.88793
4495,0.88793
4502,0.88793
4550,0.88793
4551,0.88793
4604,0.88793
4669,0.88793
4722,0.88793
4805,0.88793
5173,0.88793
5360,0.88793
5713,0.88793
6572,0.88793
6729,0.88793
6755,0.88793
6797,0.88793
7159,0.88793
7812,0.88793
7972,0.88793
7999,0.88793
8245,0.88793
8254,0.88793
8419,0.88793
9157,0.88793
9458,0.88793
9789,0.88793
9791,0.88793
9813,0.88793
9927,0.88793
10531,0.88793
11113,0.88793
11266,0.88793
11637,0.88793
11646,0.88793
11899,0.88793
12023,0.88793
12151,0.88793
12344,0.88793
12350,0.88793
12419,0.88793
12709,0.88793
12718,0.88793
12764,0.88793
12781,0.88793
13030,0.88793
13374,0.88793
13558,0.88793
13559,0.88793
13656,0.88793
13658,0.88793
13739,0.88793
13995,0.88793
17518,0.88793
17598,0.88793
17603,0.88793
17675,0.88793
18070,0.88793
18376,0.88793
27,0.88733
400,0.88733
666,0.88733
912,0.88733
1306,0.88733
1318,0.88733
1407,0.88733
1476,0.88733
1560,0.88733
1713,0.88733
1920,0.88733
1941,0.88733
2163,0.88733
2344,0.88733
2526,0.88733
2738,0.88733
2919,0.88733
3253,0.88733
3310,0.88733
3326,0.88733
3623,0.88733
3835,0.88733
3857,0.88733
4038,0.88733
4351,0.88733
4401,0.88733
4593,0.88733
4630,0.88733
4903,0.88733
4963,0.88733
5195,0.88733
5534,0.88733
5546,0.88733
5890,0.88733
6412,0.88733
6584,0.88733
6813,0.88733
7033,0.88733
7053,0.88733
7166,0.88733
7180,0.88733
7198,0.88733
7257,0.88733
7940,0.88733
8041,0.88733
8331,0.88733
8349,0.88733
8356,0.88733
8387,0.88733
8418,0.88733
8777,0.88733
8791,0.88733
8866,0.88733
9015,0.88733
9174,0.88733
9320,0.88733
9358,0.88733
9467,0.88733
9571,0.88733
9872,0.88733
10050,0.88733
10090,0.88733
10294,0.88733
10304,0.88733
10372,0.88733
10448,0.88733
10594,0.88733
10759,0.88733
10765,0.88733
10767,0.88733
10884,0.88733
11060,0.88733
11195,0.88733
11217,0.88733
11221,0.88733
11317,0.88733
11632,0.88733
12131,0.88733
12212,0.88733
12421,0.88733
12496,0.88733
12535,0.88733
12609,0.88733
12671,0.88733
12754,0.88733
12852,0.88733
12869,0.88733
13040,0.88733
13085,0.88733
13129,0.88733
13336,0.88733
13566,0.88733
13768,0.88733
13865,0.88733
13869,0.88733
13899,0.88733
13990,0.88733
14052,0.88733
14057,0.88733
14431,0.88733
14459,0.88733
14700,0.88733
15148,0.88733
15425,0.88733
15998,0.88733
16268,0.88733
17628,0.88733
17647,0.88733
17672,0.88733
17673,0.88733
18067,0.88733
18551,0.88733
248,0.88479
1478,0.88479
2456,0.88479
2594,0.88479
3317,0.88479
3377,0.88479
3599,0.88479
3775,0.88479
4338,0.88479
4581,0.88479
5378,0.88479
5411,0.88479
6455,0.88479
6459,0.88479
7073,0.88479
7204,0.88479
7240,0.88479
7255,0.88479
7540,0.88479
7706,0.88479
8001,0.88479
8361,0.88479
9089,0.88479
9135,0.88479
9642,0.88479
9803,0.88479
10202,0.88479
10311,0.88479
10500,0.88479
11050,0.88479
11473,0.88479
11517,0.88479
11834,0.88479
11937,0.88479
12179,0.88479
12278,0.88479
12490,0.88479
12549,0.88479
12624,0.88479
12960,0.88479
13124,0.88479
13577,0.88479
13611,0.88479
13631,0.88479
14677,0.88479
14896,0.88479
16694,0.88479
17507,0.88479
18689,0.88003
18383,0.87832
18493,0.87832
64,0.87322
334,0.87322
369,0.87322
714,0.87322
1059,0.87322
1077,0.87322
1199,0.87322
1358,0.87322
1549,0.87322
1574,0.87322
1576,0.87322
1626,0.87322
2211,0.87322
2255,0.87322
2282,0.87322
2366,0.87322
2452,0.87322
2668,0.87322
2947,0.87322
3075,0.87322
3138,0.87322
3184,0.87322
3370,0.87322
3436,0.87322
3639,0.87322
3682,0.87322
3728,0.87322
3774,0.87322
3840,0.87322
4350,0.87322
4353,0.87322
4528,0.87322
4537,0.87322
4610,0.87322
4671,0.87322
4682,0.87322
4700,0.87322
4809,0.87322
4998,0.87322
5012,0.87322
5019,0.87322
5194,0.87322
5214,0.87322
5229,0.87322
5256,0.87322
5299,0.87322
5395,0.87322
5494,0.87322
5937,0.87322
5940,0.87322
6026,0.87322
6040,0.87322
6044,0.87322
6064,0.87322
6111,0.87322
6396,0.87322
6590,0.87322
6701,0.87322
6770,0.87322
6823,0.87322
6835,0.87322
7320,0.87322
7376,0.87322
7427,0.87322
7473,0.87322
7510,0.87322
7545,0.87322
7595,0.87322
7703,0.87322
7993,0.87322
8049,0.87322
8084,0.87322
8115,0.87322
8280,0.87322
8399,0.87322
8538,0.87322
8615,0.87322
8623,0.87322
8897,0.87322
9130,0.87322
9158,0.87322
9167,0.87322
9212,0.87322
9216,0.87322
9407,0.87322
9409,0.87322
9428,0.87322
9551,0.87322
9562,0.87322
9600,0.87322
9624,0.87322
9701,0.87322
9918,0.87322
10038,0.87322
10044,0.87322
10286,0.87322
10320,0.87322
10393,0.87322
10422,0.87322
10573,0.87322
10753,0.87322
10888,0.87322
11033,0.87322
11086,0.87322
11089,0.87322
11127,0.87322
11132,0.87322
11185,0.87322
11231,0.87322
11391,0.87322
11395,0.87322
11440,0.87322
11474,0.87322
11529,0.87322
11642,0.87322
11697,0.87322
11980,0.87322
11996,0.87322
12198,0.87322
12215,0.87322
12324,0.87322
12400,0.87322
12462,0.87322
12511,0.87322
12759,0.87322
13230,0.87322
13333,0.87322
13507,0.87322
13796,0.87322
13863,0.87322
13999,0.87322
14530,0.87322
14892,0.87322
15497,0.87322
15892,0.87322
16248,0.87322
17055,0.87322
17483,0.87322
17592,0.87322
17654,0.87322
17676,0.87322
17780,0.87322
17823,0.87322
18364,0.87322
18462,0.87322
100,0.87321
339,0.87321
494,0.87321
591,0.87321
869,0.87321
1009,0.87321
1238,0.87321
1717,0.87321
1844,0.87321
2182,0.87321
2283,0.87321
2453,0.87321
2681,0.87321
2758,0.87321
2779,0.87321
2861,0.87321
3019,0.87321
3154,0.87321
3174,0.87321
3227,0.87321
3275,0.87321
3464,0.87321
3729,0.87321
3825,0.87321
3918,0.87321
4110,0.87321
4149,0.87321
4255,0.87321
4397,0.87321
4455,0.87321
4580,0.87321
4786,0.87321
4955,0.87321
4976,0.87321
5076,0.87321
5150,0.87321
5175,0.87321
5603,0.87321
5660,0.87321
5739,0.87321
5746,0.87321
5971,0.87321
6019,0.87321
6147,0.87321
6232,0.87321
6299,0.87321
6380,0.87321
6402,0.87321
6530,0.87321
6832,0.87321
6906,0.87321
6935,0.87321
7024,0.87321
7160,0.87321
7259,0.87321
7324,0.87321
7599,0.87321
7950,0.87321
8696,0.87321
8975,0.87321
9096,0.87321
9176,0.87321
9272,0.87321
9374,0.87321
9627,0.87321
9756,0.87321
10111,0.87321
10446,0.87321
10449,0.87321
10662,0.87321
10722,0.87321
10897,0.87321
10947,0.87321
11014,0.87321
11117,0.87321
11385,0.87321
11430,0.87321
11567,0.87321
11718,0.87321
11782,0.87321
11848,0.87321
11982,0.87321
11994,0.87321
12064,0.87321
12146,0.87321
12538,0.87321
12784,0.87321
13041,0.87321
13047,0.87321
13065,0.87321
13135,0.87321
13362,0.87321
13367,0.87321
13710,0.87321
13873,0.87321
13923,0.87321
14076,0.87321
14421,0.87321
2266,0.8726
2267,0.8726
2389,0.8726
3751,0.8726
4144,0.8726
4438,0.8726
4506,0.8726
5021,0.8726
5170,0.8726
5387,0.8726
5716,0.8726
6014,0.8726
6397,0.8726
6408,0.8726
7503,0.8726
7527,0.8726
7935,0.8726
8221,0.8726
8639,0.8726
8962,0.8726
9473,0.8726
9632,0.8726
10913,0.8726
10983,0.8726
11893,0.8726
12103,0.8726
12551,0.8726
12655,0.8726
12983,0.8726
13096,0.8726
13970,0.8726
14012,0.8726
15397,0.8726
17528,0.8726
11992,0.87235
10491,0.87061
18568,0.86801
18674,0.86801
338,0.86731
342,0.86731
501,0.86731
788,0.86731
1248,0.86731
1554,0.86731
1810,0.86731
1939,0.86731
2002,0.86731
2673,0.86731
2875,0.86731
3165,0.86731
3470,0.86731
3658,0.86731
3662,0.86731
3769,0.86731
4030,0.86731
4065,0.86731
4276,0.86731
4425,0.86731
5067,0.86731
5327,0.86731
5347,0.86731
6462,0.86731
6574,0.86731
6899,0.86731
7582,0.86731
7597,0.86731
7640,0.86731
7834,0.86731
8045,0.86731
8507,0.86731
8514,0.86731
8518,0.86731
8581,0.86731
9103,0.86731
9669,0.86731
9706,0.86731
9802,0.86731
10306,0.86731
10550,0.86731
10953,0.86731
11022,0.86731
11612,0.86731
11626,0.86731
11952,0.86731
12058,0.86731
12595,0.86731
12804,0.86731
12987,0.86731
13045,0.86731
13426,0.86731
13613,0.86731
13654,0.86731
13687,0.86731
13835,0.86731
13945,0.86731
14517,0.86731
17693,0.86731
17730,0.86731
18084,0.86731
18097,0.86731
680,0.8585
1334,0.8585
1386,0.8585
1840,0.8585
1860,0.8585
1886,0.8585
3198,0.8585
3258,0.8585
3287,0.8585
3580,0.8585
4182,0.8585
4209,0.8585
4229,0.8585
4428,0.8585
4553,0.8585
4629,0.8585
4727,0.8585
5417,0.8585
6013,0.8585
6410,0.8585
7000,0.8585
7013,0.8585
7059,0.8585
7155,0.8585
7630,0.8585
7920,0.8585
8910,0.8585
9246,0.8585
9380,0.8585
9779,0.8585
9875,0.8585
10232,0.8585
10526,0.8585
10619,0.8585
11571,0.8585
11707,0.8585
12309,0.8585
12341,0.8585
12439,0.8585
17479,0.8585
18194,0.8585
18298,0.8585
236,0.85849
374,0.85849
1254,0.85849
1741,0.85849
1982,0.85849
2020,0.85849
2587,0.85849
3622,0.85849
4132,0.85849
4420,0.85849
4736,0.85849
5732,0.85849
6007,0.85849
6117,0.85849
6172,0.85849
6250,0.85849
6309,0.85849
7450,0.85849
7576,0.85849
9253,0.85849
9836,0.85849
12150,0.85849
12946,0.85849
13477,0.85849
13711,0.85849
15408,0.85849
16895,0.85849
17696,0.85849
62,0.85259
107,0.85259
1381,0.85259
1437,0.85259
1661,0.85259
1806,0.85259
1826,0.85259
1866,0.85259
2276,0.85259
2935,0.85259
3088,0.85259
3188,0.85259
3226,0.85259
3388,0.85259
3429,0.85259
3558,0.85259
3564,0.85259
3567,0.85259
3948,0.85259
4233,0.85259
4277,0.85259
4442,0.85259
4564,0.85259
4639,0.85259
4706,0.85259
4788,0.85259
4971,0.85259
5143,0.85259
5193,0.85259
5596,0.85259
5820,0.85259
5920,0.85259
6018,0.85259
6071,0.85259
6295,0.85259
6890,0.85259
6891,0.85259
6914,0.85259
6999,0.85259
7347,0.85259
7485,0.85259
7843,0.85259
7961,0.85259
8409,0.85259
8651,0.85259
8723,0.85259
9186,0.85259
9195,0.85259
9420,0.85259
9682,0.85259
9719,0.85259
9805,0.85259
9915,0.85259
10328,0.85259
10455,0.85259
10518,0.85259
10586,0.85259
10587,0.85259
10742,0.85259
11171,0.85259
11172,0.85259
11178,0.85259
11988,0.85259
12368,0.85259
12645,0.85259
13212,0.85259
13423,0.85259
13594,0.85259
13595,0.85259
13757,0.85259
14104,0.85259
14257,0.85259
14672,0.85259
14715,0.85259
15556,0.85259
15792,0.85259
16179,0.85259
17481,0.85259
17678,0.85259
17946,0.85259
17961,0.85259
18257,0.85259
18301,0.85259
18564,0.85259
9193,0.84873
1640,0.84835
5409,0.84835
9558,0.84835
11328,0.84835
11500,0.84835
11941,0.84835
18610,0.84424
18567,0.84154
2025,0.83787
2311,0.83787
3166,0.83787
3255,0.83787
4147,0.83787
5460,0.83787
6815,0.83787
6970,0.83787
7310,0.83787
7383,0.83787
8887,0.83787
9408,0.83787
9477,0.83787
9769,0.83787
10677,0.83787
11396,0.83787
12113,0.83787
12590,0.83787
13345,0.83787
13695,0.83787
17905,0.83787
3832,0.83654
18538,0.83646
18683,0.83646
18591,0.83545
18552,0.82839
18614,0.82839
18543,0.81368
18632,0.81368
3519,0.8077
23,0.8062
43,0.8062
50,0.8062
79,0.8062
93,0.8062
118,0.8062
126,0.8062
128,0.8062
134,0.8062
174,0.8062
181,0.8062
201,0.8062
217,0.8062
230,0.8062
241,0.8062
252,0.8062
261,0.8062
304,0.8062
312,0.8062
315,0.8062
324,0.8062
328,0.8062
333,0.8062
356,0.8062
357,0.8062
360,0.8062
388,0.8062
389,0.8062
395,0.8062
407,0.8062
426,0.8062
431,0.8062
439,0.8062
482,0.8062
498,0.8062
508,0.8062
516,0.8062
601,0.8062
609,0.8062
622,0.8062
638,0.8062
653,0.8062
658,0.8062
667,0.8062
683,0.8062
694,0.8062
700,0.8062
704,0.8062
721,0.8062
749,0.8062
773,0.8062
775,0.8062
779,0.8062
830,0.8062
848,0.8062
855,0.8062
857,0.8062
875,0.8062
898,0.8062
902,0.8062
926,0.8062
952,0.8062
986,0.8062
997,0.8062
1005,0.8062
1020,0.8062
1030,0.8062
1041,0.8062
1052,0.8062
1053,0.8062
1081,0.8062
1096,0.8062
1100,0.8062
1107,0.8062
1109,0.8062
1131,0.8062
1142,0.8062
1144,0.8062
1189,0.8062
1196,0.8062
1224,0.8062
1227,0.8062
1229,0.8062
1232,0.8062
1243,0.8062
1253,0.8062
1255,0.8062
1279,0.8062
1281,0.8062
1292,0.8062
1339,0.8062
1342,0.8062
1345,0.8062
1346,0.8062
1408,0.8062
1423,0.8062
1441,0.8062
1460,0.8062
1505,0.8062
1510,0.8062
1520,0.8062
1583,0.8062
1594,0.8062
1671,0.8062
1686,0.8062
1801,0.8062
1809,0.8062
1834,0.8062
1896,0.8062
1903,0.8062
1904,0.8062
1954,0.8062
1987,0.8062
1994,0.8062
1999,0.8062
2047,0.8062
2058,0.8062
2073,0.8062
2083,0.8062
2095,0.8062
2168,0.8062
2192,0.8062
2193,0.8062
2218,0.8062
2223,0.8062
2231,0.8062
2302,0.8062
2330,0.8062
2346,0.8062
2359,0.8062
2379,0.8062
2425,0.8062
2427,0.8062
2454,0.8062
2475,0.8062
2492,0.8062
2518,0.8062
2520,0.8062
2528,0.8062
2554,0.8062
2564,0.8062
2570,0.8062
2576,0.8062
2605,0.8062
2608,0.8062
2613,0.8062
2643,0.8062
2695,0.8062
2715,0.8062
2717,0.8062
2731,0.8062
2810,0.8062
2881,0.8062
2992,0.8062
2997,0.8062
3005,0.8062
3093,0.8062
3099,0.8062
3100,0.8062
3115,0.8062
3212,0.8062
3302,0.8062
3356,0.8062
3374,0.8062
3399,0.8062
3509,0.8062
3517,0.8062
3563,0.8062
3586,0.8062
3588,0.8062
3590,0.8062
3600,0.8062
3689,0.8062
3690,0.8062
3794,0.8062
3863,0.8062
3878,0.8062
3953,0.8062
3961,0.8062
3964,0.8062
3967,0.8062
4051,0.8062
4052,0.8062
4055,0.8062
4069,0.8062
4187,0.8062
4195,0.8062
4274,0.8062
4304,0.8062
4319,0.8062
4368,0.8062
4383,0.8062
4480,0.8062
4481,0.8062
4488,0.8062
4492,0.8062
4500,0.8062
4681,0.8062
4812,0.8062
4817,0.8062
4821,0.8062
4827,0.8062
4900,0.8062
4904,0.8062
4922,0.8062
4936,0.8062
5033,0.8062
5048,0.8062
5086,0.8062
5166,0.8062
5288,0.8062
5302,0.8062
5316,0.8062
5367,0.8062
5429,0.8062
5434,0.8062
5438,0.8062
5442,0.8062
5493,0.8062
5585,0.8062
5612,0.8062
5615,0.8062
5622,0.8062
5625,0.8062
5629,0.8062
5774,0.8062
5775,0.8062
5794,0.8062
5806,0.8062
5849,0.8062
5881,0.8062
5903,0.8062
5942,0.8062
5952,0.8062
5962,0.8062
5982,0.8062
5983,0.8062
6036,0.8062
6100,0.8062
6131,0.8062
6193,0.8062
6198,0.8062
6313,0.8062
6348,0.8062
6358,0.8062
6417,0.8062
6490,0.8062
6616,0.8062
6618,0.8062
6623,0.8062
6633,0.8062
6638,0.8062
6723,0.8062
6734,0.8062
6738,0.8062
6756,0.8062
6845,0.8062
6846,0.8062
6847,0.8062
6915,0.8062
6928,0.8062
6965,0.8062
6973,0.8062
6984,0.8062
7015,0.8062
7028,0.8062
7107,0.8062
7171,0.8062
7176,0.8062
7267,0.8062
7275,0.8062
7276,0.8062
7285,0.8062
7298,0.8062
7338,0.8062
7362,0.8062
7420,0.8062
7438,0.8062
7468,0.8062
7558,0.8062
7566,0.8062
7572,0.8062
7631,0.8062
7660,0.8062
7699,0.8062
7749,0.8062
7763,0.8062
7769,0.8062
7779,0.8062
7953,0.8062
8022,0.8062
8071,0.8062
8102,0.8062
8184,0.8062
8307,0.8062
8323,0.8062
8326,0.8062
8344,0.8062
8372,0.8062
8396,0.8062
8417,0.8062
8454,0.8062
8457,0.8062
8461,0.8062
8601,0.8062
8604,0.8062
8607,0.8062
8659,0.8062
8673,0.8062
8692,0.8062
8704,0.8062
8751,0.8062
8784,0.8062
8844,0.8062
8847,0.8062
8850,0.8062
8856,0.8062
8908,0.8062
8920,0.8062
8993,0.8062
9005,0.8062
9013,0.8062
9027,0.8062
9064,0.8062
9106,0.8062
9141,0.8062
9223,0.8062
9227,0.8062
9228,0.8062
9232,0.8062
9234,0.8062
9338,0.8062
9345,0.8062
9348,0.8062
9354,0.8062
9434,0.8062
9445,0.8062
9532,0.8062
9537,0.8062
9538,0.8062
9567,0.8062
9595,0.8062
9614,0.8062
9630,0.8062
9700,0.8062
9736,0.8062
9753,0.8062
9861,0.8062
9864,0.8062
9866,0.8062
9908,0.8062
9966,0.8062
9968,0.8062
9978,0.8062
9995,0.8062
10009,0.8062
10018,0.8062
10054,0.8062
10058,0.8062
10075,0.8062
10081,0.8062
10109,0.8062
10120,0.8062
10129,0.8062
10151,0.8062
10156,0.8062
10172,0.8062
10181,0.8062
10194,0.8062
10222,0.8062
10235,0.8062
10241,0.8062
10256,0.8062
10273,0.8062
10277,0.8062
10354,0.8062
10355,0.8062
10358,0.8062
10363,0.8062
10366,0.8062
10379,0.8062
10461,0.8062
10481,0.8062
10485,0.8062
10517,0.8062
10547,0.8062
10558,0.8062
10597,0.8062
10612,0.8062
10697,0.8062
10799,0.8062
10912,0.8062
10928,0.8062
10930,0.8062
11000,0.8062
11023,0.8062
11094,0.8062
11100,0.8062
11161,0.8062
11355,0.8062
11441,0.8062
11484,0.8062
11585,0.8062
11592,0.8062
11614,0.8062
11647,0.8062
11704,0.8062
11730,0.8062
11758,0.8062
11789,0.8062
11800,0.8062
11802,0.8062
11806,0.8062
11812,0.8062
11847,0.8062
11857,0.8062
11890,0.8062
11900,0.8062
11915,0.8062
12000,0.8062
12002,0.8062
12009,0.8062
12050,0.8062
12072,0.8062
12095,0.8062
12102,0.8062
12167,0.8062
12222,0.8062
12256,0.8062
12369,0.8062
12384,0.8062
12415,0.8062
12423,0.8062
12474,0.8062
12488,0.8062
12564,0.8062
12581,0.8062
12635,0.8062
12663,0.8062
12667,0.8062
12714,0.8062
12725,0.8062
12732,0.8062
12738,0.8062
12763,0.8062
12787,0.8062
12825,0.8062
12837,0.8062
12888,0.8062
12889,0.8062
12896,0.8062
13029,0.8062
13053,0.8062
13152,0.8062
13153,0.8062
13158,0.8062
13160,0.8062
13167,0.8062
13217,0.8062
13246,0.8062
13320,0.8062
13321,0.8062
13347,0.8062
13425,0.8062
13427,0.8062
13446,0.8062
13460,0.8062
13468,0.8062
13469,0.8062
13473,0.8062
13502,0.8062
13508,0.8062
13549,0.8062
13567,0.8062
13600,0.8062
13637,0.8062
13734,0.8062
13878,0.8062
13890,0.8062
13966,0.8062
13967,0.8062
14019,0.8062
14030,0.8062
14033,0.8062
14063,0.8062
14072,0.8062
14082,0.8062
14088,0.8062
14089,0.8062
14100,0.8062
14113,0.8062
14115,0.8062
14128,0.8062
14165,0.8062
14168,0.8062
14181,0.8062
14186,0.8062
14196,0.8062
14202,0.8062
14209,0.8062
14212,0.8062
14217,0.8062
14219,0.8062
14265,0.8062
14269,0.8062
14299,0.8062
14317,0.8062
14328,0.8062
14330,0.8062
14356,0.8062
14367,0.8062
14368,0.8062
14370,0.8062
14373,0.8062
14388,0.8062
14433,0.8062
14458,0.8062
14510,0.8062
14576,0.8062
14585,0.8062
14591,0.8062
14600,0.8062
14601,0.8062
14602,0.8062
14619,0.8062
14673,0.8062
14679,0.8062
14681,0.8062
14693,0.8062
14695,0.8062
14724,0.8062
14763,0.8062
14781,0.8062
14787,0.8062
14808,0.8062
14814,0.8062
14833,0.8062
14843,0.8062
14863,0.8062
14867,0.8062
14881,0.8062
14898,0.8062
14904,0.8062
14916,0.8062
14919,0.8062
14923,0.8062
14929,0.8062
14931,0.8062
14981,0.8062
14982,0.8062
14991,0.8062
14992,0.8062
15000,0.8062
15030,0.8062
15041,0.8062
15048,0.8062
15067,0.8062
15114,0.8062
15121,0.8062
15145,0.8062
15146,0.8062
15175,0.8062
15176,0.8062
15177,0.8062
15181,0.8062
15196,0.8062
15200,0.8062
