id,order
20161231041252-530,4830
20155227015235-465,4831
20154621074640-128,4832
20150204120203-524,4833
20161013011043-215,4834
20153414093441-63,4835
20151314051309-415,4836
20150517030511-573,4837
20153816053837-20,4838
20153421083420-150,4839
20152019112039-171,4840
20155326025302-192,4841
20150611010649-460,4842
20150406100420-954,4843
20152012032004-676,4844
20152719082732-854,4845
20153326053324-797,4846
20165327125317-477,4847
20155430115448-624,4848
20154408064440-273,4849
20162519072527-588,4850
20155631035649-366,4851
20162928092952-895,4852
20151316081351-237,4853
20150920030922-437,4854
20155105095144-872,4855
20155211045248-317,4856
20150318050336-762,4857
20154204024203-816,4858
20164922014940-78,4859
20154407114429-288,4860
20150921020923-489,4861
20155025015029-156,4862
20155719125721-975,4863
20155008045000-587,4864
20153414023428-448,4865
20153607023643-340,4866
20155301065349-981,4867
20154327094302-996,4868
20153005083043-548,4869
20155726045730-46,4870
20152616032618-514,4871
20151318101343-137,4872
20155602105614-229,4873
20163223093205-573,4874
20155811085816-277,4875
20153903083921-101,4876
20155216015253-395,4877
20152723012751-951,4878
20153912053941-227,4879
20150507120531-544,4880
20152501062522-694,4881
20155006025053-216,4882
20151018091033-267,4883
20153121123116-781,4884
20152015112055-777,4885
20152829022835-670,4886
20150827120843-66,4887
20150119010140-843,4888
20152411022428-441,4889
20150411120449-453,4890
20152231032211-936,4891
20153013023021-720,4892
20154821044806-248,4893
20155611085614-73,4894
20150616120616-647,4895
20151907011919-265,4896
20153912093939-687,4897
20154729054707-256,4898
20153317093349-531,4899
20155126015101-584,4900
20155704085706-777,4901
20150323050310-883,4902
20152230122233-577,4903
20151009091020-539,4904
20154514114507-203,4905
20150502120548-840,4906
20151630081603-922,4907
20151607071627-500,4908
20160411030412-40,4909
20150822080830-143,4910
20151801021811-599,4911
20155501015552-358,4912
20154223104254-46,4913
20150028040010-50,4914
20151620061621-385,4915
20151202071233-557,4916
20150325010306-666,4917
20154201104219-611,4918
20154406124441-863,4919
20153010083042-172,4920
20150516080500-163,4921
20150714060734-528,4922
20150122050120-946,4923
20152031082031-756,4924
20155118105146-971,4925
20151717071728-569,4926
20152919082940-780,4927
20150801020830-440,4928
20155311045315-402,4929
20165510115511-114,4930
20152815102844-133,4931
20152925012926-304,4932
20152619062611-689,4933
20152811072856-634,4934
20152416092443-318,4935
20165723055733-60,4936
20155710055728-180,4937
20152019112015-444,4938
20151920081908-214,4939
20152018052046-592,4940
20153324033341-637,4941
20154222064210-989,4942
20161706051756-373,4943
20152607012617-339,4944
20152827062812-82,4945
20153518033527-911,4946
20153113103148-335,4947
20153830033808-10,4948
20153915093925-624,4949
20155320045300-526,4950
20163104113121-698,4951
20155905045930-492,4952
20155705085752-232,4953
20150821120804-638,4954
20155304025306-399,4955
20163108073152-647,4956
20150710110737-521,4957
20155502025511-119,4958
20151511061503-898,4959
20162824122829-498,4960
20151914041904-182,4961
20154701104706-898,4962
20155304065335-775,4963
20153504033505-27,4964
20151812061805-214,4965
20150221060206-207,4966
20155815105829-773,4967
20150420100412-238,4968
20155904065927-209,4969
20155115095152-620,4970
20152220112252-143,4971
20152116012117-783,4972
20150201040231-215,4973
20155526065554-981,4974
20152517042527-36,4975
20153324083337-471,4976
20155201025239-418,4977
20152227062258-532,4978
20151924061911-225,4979
20151617071647-820,4980
20150304080318-31,4981
20151115121122-695,4982
20150829100839-801,4983
20152504112551-431,4984
20155720095752-177,4985
20152925062903-447,4986
20154030104055-168,4987
20154404064457-308,4988
20153710103741-345,4989
20153925063909-84,4990
20154405094402-820,4991
20153404113438-674,4992
20152515012543-659,4993
20155009105054-571,4994
20154229064247-967,4995
20153213083242-735,4996
20153701093702-509,4997
20160317100339-729,4998
20152104032137-992,4999
20150530120541-89,5000
20150501010554-108,5001
20152114022149-636,5002
20153419013456-499,5003
20150010120037-8,5004
20160306010354-831,5005
20155330125308-863,5006
20151812021854-880,5007
20155727015757-542,5008
20150322110349-365,5009
20153611093610-113,5010
20152805062805-519,5011
20150224040251-670,5012
20151506071555-282,5013
20150209060238-306,5014
20152618022623-126,5015
20151413031402-190,5016
20164806024852-900,5017
20155303045331-550,5018
20152422042432-491,5019
20154126074158-852,5020
20151708121720-605,5021
20153407033404-537,5022
20154018114036-212,5023
20165117075149-247,5024
20152917072906-13,5025
20153606073656-187,5026
20151109081144-678,5027
20151113071127-855,5028
20155116095155-952,5029
20153425083416-909,5030
20155922045901-406,5031
20150227070212-936,5032
20155612065603-160,5033
20153228023246-901,5034
20151825091848-82,5035
20150124090106-75,5036
20152718042732-411,5037
20152529072547-796,5038
20155928015947-290,5039
20152801112857-221,5040
20151823061853-546,5041
20152931062933-133,5042
20150508110558-558,5043
20150808010856-926,5044
20151907121926-813,5045
20150516060520-936,5046
20164508064519-442,5047
20155503085502-843,5048
20150022080040-235,5049
20153909123939-465,5050
20154911124924-532,5051
20153315053331-578,5052
20155311055345-30,5053
20152508072546-205,5054
20153421053405-945,5055
20153502073513-998,5056
20153111053120-55,5057
20150712070717-383,5058
20153814063811-775,5059
20154720084719-277,5060
20154724104711-840,5061
20153120093114-798,5062
20151210041246-108,5063
20151207091215-793,5064
20155711015738-953,5065
20154923084910-990,5066
20153030103047-877,5067
20151024121023-596,5068
20155611095605-146,5069
20152311062341-163,5070
20151222121218-329,5071
20151601041600-94,5072
20151802081806-394,5073
20150221020226-361,5074
20151301111352-990,5075
20155814055835-727,5076
20155808075848-404,5077
20152924102954-653,5078
20150901020935-968,5079
20165428115447-963,5080
20151019081022-530,5081
20154607064641-595,5082
20150825110845-74,5083
20155419015430-279,5084
20152702112744-513,5085
20150319030320-589,5086
20150628020653-964,5087
20152124042157-591,5088
20155124105159-309,5089
20151730111746-390,5090
20164107074131-527,5091
20155528025543-814,5092
20152416112439-676,5093
20153428023408-345,5094
20154919074954-601,5095
20152702012744-220,5096
20160102020135-346,5097
20154715124714-525,5098
20153303123330-670,5099
20165215075251-645,5100
20155003125030-813,5101
20151701021704-457,5102
20154920124914-234,5103
20150813100848-322,5104
20165907035921-157,5105
20150427120413-435,5106
20150428120447-819,5107
20153506103544-582,5108
20152020082009-580,5109
20164808064811-243,5110
20150126090104-272,5111
20155302055315-401,5112
20155623055607-516,5113
20152404022405-329,5114
20155506035548-222,5115
20153813093821-524,5116
20154530034515-528,5117
20154304044323-645,5118
20155417075442-571,5119
20152212012249-243,5120
20155328105351-17,5121
20155202025227-496,5122
20151606081628-560,5123
20152424092415-398,5124
20151817051852-380,5125
20153223113200-303,5126
20154423094459-117,5127
20154518064540-758,5128
20152715082740-609,5129
20150304020357-184,5130
20153829013850-412,5131
20151401121438-732,5132
20154916014936-45,5133
20152321032356-54,5134
20151103011107-462,5135
20152908042934-54,5136
20151020101042-117,5137
20150209080253-791,5138
20160228050205-695,5139
20154023044047-684,5140
20150208060247-95,5141
20151912061915-319,5142
20154904074940-639,5143
20153430053418-339,5144
20151817041849-523,5145
20153915113920-94,5146
20151518041531-923,5147
20150126050104-905,5148
20152713112722-565,5149
20153610043627-233,5150
20153131083117-488,5151
20150818040832-50,5152
20152703072701-166,5153
20151812031807-51,5154
20152725052758-524,5155
20154522074508-296,5156
20153124013107-263,5157
20152325092328-229,5158
20151131021149-695,5159
20155525025528-862,5160
20153224123257-617,5161
20154210014220-695,5162
20154702084714-863,5163
20151527051554-345,5164
20154728094759-13,5165
20154623074640-436,5166
20155915035951-998,5167
20155414075423-495,5168
20150819010811-13,5169
20152605082604-337,5170
20151807111855-648,5171
20161604061614-874,5172
20153723013743-159,5173
20151626061648-946,5174
20154509114531-556,5175
20154530034541-167,5176
20155219075248-264,5177
20153504013504-269,5178
20154227054240-936,5179
20150514090542-943,5180
20151424041423-210,5181
20151924031912-639,5182
20160331030337-77,5183
20162027082019-218,5184
20161324021341-735,5185
20152611072627-207,5186
20152504102511-329,5187
20155809115800-678,5188
20153626053623-916,5189
20150622030637-276,5190
20155221025244-122,5191
20155313105324-362,5192
20153616093612-196,5193
20151025031037-733,5194
20150104040106-481,5195
20150420070433-947,5196
20151726061756-646,5197
20155005065043-343,5198
20154103084141-252,5199
20151127101117-321,5200
20151211051259-166,5201
20150726110738-643,5202
20155205025245-653,5203
20153205073222-529,5204
20154430084401-298,5205
20162706102701-37,5206
20151202021230-956,5207
20154703044754-258,5208
20154215124253-8,5209
20153905083900-16,5210
20150930080915-526,5211
20154830054857-116,5212
20150509030549-76,5213
20154126024152-89,5214
20153028093055-321,5215
20150430020414-999,5216
20154828094837-453,5217
20155620125614-440,5218
20152231122207-586,5219
20155215095214-503,5220
20153111043111-321,5221
20155909075954-808,5222
20155709095715-337,5223
20151810071802-340,5224
20152715102715-129,5225
20150327050342-760,5226
20155826105805-860,5227
20155927065901-324,5228
20152531072521-938,5229
20153025093014-930,5230
20165911025927-470,5231
20155024105051-288,5232
20151121031117-949,5233
20155518095558-521,5234
20155109115123-786,5235
20152509072510-961,5236
20152304012310-843,5237
20152427042457-76,5238
20152930122926-301,5239
20152824082829-991,5240
20150123040140-843,5241
20155324075301-513,5242
20162115092102-471,5243
20153707023747-858,5244
20155415015401-576,5245
20162209102238-93,5246
20152027102031-111,5247
20153015053016-75,5248
20152721082743-391,5249
20151911091902-88,5250
20153927083929-384,5251
20153502063548-280,5252
20153322063335-503,5253
20154631104618-531,5254
20164708074730-603,5255
20154512124548-471,5256
20155727045735-743,5257
20154431124423-688,5258
20164026084027-353,5259
20154230064213-204,5260
20164701124736-81,5261
20153727053754-806,5262
20153308013340-678,5263
20151304041354-441,5264
20150014030027-293,5265
20153326053328-53,5266
20151031101009-945,5267
20152804122805-486,5268
20152020042020-267,5269
20155319035337-279,5270
20155504125520-496,5271
20153719113733-632,5272
20164407054454-328,5273
20150530080559-914,5274
20152301012355-664,5275
20150819050854-35,5276
20152213052231-459,5277
20151110061107-358,5278
20150202100259-885,5279
20151821091846-841,5280
20163110013100-889,5281
20151312091321-690,5282
20155721125741-39,5283
20153621043654-816,5284
20153302123315-813,5285
20151808091850-884,5286
20151030031051-576,5287
20164703024748-814,5288
20153417033427-45,5289
20151814011844-434,5290
20155905045922-649,5291
20151521091522-548,5292
20150009110038-258,5293
20152804092840-293,5294
20150912090951-154,5295
20151409051437-834,5296
20154928124919-762,5297
20153211053257-976,5298
20151513041529-826,5299
20154517024507-611,5300
20153711013755-30,5301
20154709044740-841,5302
20153110063138-887,5303
20155407095436-165,5304
20151520041535-563,5305
20154627094625-389,5306
20154107044154-514,5307
20154316124308-991,5308
20152001022003-999,5309
20154904034903-354,5310
20165824065853-160,5311
20152028032005-469,5312
20151905081937-688,5313
20155014125011-81,5314
20153618073639-900,5315
20151807041826-31,5316
20151416011455-25,5317
20150411020405-25,5318
20152720112739-23,5319
20150003090030-424,5320
20154226054249-628,5321
20153805053836-382,5322
20151626021639-5,5323
20155228015220-418,5324
20151714061754-756,5325
20153813083855-252,5326
20155125115109-261,5327
20151914081957-769,5328
20155210025230-794,5329
20155909085910-596,5330
20153605033626-803,5331
20152824112857-18,5332
20154722034718-115,5333
20152107042148-742,5334
20150403120428-179,5335
20154908044958-492,5336
20155023105006-119,5337
20154812054846-708,5338
20150122100136-869,5339
20154903044916-720,5340
20153416023407-833,5341
20153428103417-553,5342
20151020091049-173,5343
20154105044140-645,5344
20152217012232-158,5345
20155011095054-239,5346
20150210100228-734,5347
20155217105219-132,5348
20154315094344-834,5349
20152917082925-523,5350
20153615103638-158,5351
20152919062956-312,5352
20155205095236-132,5353
20150115060113-519,5354
20154024044050-101,5355
20152219092238-393,5356
20153114083105-937,5357
20152225012231-425,5358
20153121113129-538,5359
20151911051900-484,5360
20150607030612-158,5361
20154712084755-402,5362
20155803105858-900,5363
20150326040316-459,5364
20151229111259-568,5365
20153807083832-588,5366
20150809010801-971,5367
20153922013946-38,5368
20150903020949-595,5369
20152813082845-836,5370
20154405034454-883,5371
20151623091621-956,5372
20155712125721-681,5373
20154201104250-936,5374
20153109123109-53,5375
20154627094652-597,5376
20152614052641-115,5377
20153204013239-640,5378
20154708044711-639,5379
20153118023112-598,5380
20152721012702-519,5381
20153622093615-832,5382
20152330112320-637,5383
20154419024438-705,5384
20151723051709-947,5385
20152526062530-151,5386
20151915081938-889,5387
20155230075202-580,5388
20155702125743-958,5389
20154718094729-813,5390
20154707104741-98,5391
20153109063143-513,5392
20152831072854-53,5393
20152718102738-773,5394
20151628041640-401,5395
20153802103810-631,5396
20152122122110-0,5397
20152826032813-181,5398
20151621041636-903,5399
20152918042927-848,5400
20154112044111-362,5401
20152004092050-666,5402
20155518055520-844,5403
20153615013648-281,5404
20150706080728-516,5405
20152531032502-40,5406
20152917022938-308,5407
20151511081530-342,5408
20153616023658-518,5409
20154630124612-292,5410
20152827022858-442,5411
20155022075038-528,5412
20155227085257-55,5413
20151521031525-991,5414
20154818074851-145,5415
20153422023401-747,5416
20153725123729-641,5417
20152814062834-4,5418
20150729120752-754,5419
20152008092020-195,5420
20155107105141-423,5421
20154412014428-448,5422
20150201020251-919,5423
20152606032633-640,5424
20154425094430-276,5425
20152821032823-470,5426
20152602042627-350,5427
20153324083347-572,5428
20150313020340-835,5429
20151004031053-92,5430
20154503034530-585,5431
20150330100344-165,5432
20154912104952-500,5433
20151126111143-228,5434
20154314064353-245,5435
20155001015013-989,5436
20153812023844-489,5437
20155116075159-137,5438
20152227012222-977,5439
20154807044850-154,5440
20154809054822-260,5441
20151118061145-872,5442
20151030061038-897,5443
20154904024927-977,5444
20152010022051-412,5445
20150615090601-623,5446
20151504071559-733,5447
20152607062650-779,5448
20152013052027-811,5449
20150112080120-851,5450
20153412033456-768,5451
20152626032621-951,5452
20151501071532-943,5453
20150825030844-63,5454
20165704055721-696,5455
20150607030644-318,5456
20155618095623-707,5457
20151530031532-48,5458
20153518113501-500,5459
20151219091205-152,5460
20154212104246-428,5461
20154526014546-461,5462
20152405042448-474,5463
20153822063823-273,5464
20160631080640-121,5465
20163928043915-121,5466
20153203023224-975,5467
20152714032723-265,5468
20153204083258-619,5469
20152218032209-218,5470
20153910103950-220,5471
20152720092750-958,5472
20155208105249-310,5473
20153018063002-652,5474
20154431064441-604,5475
20152626072602-493,5476
20153401053427-998,5477
20153406023410-438,5478
20150110090142-745,5479
20153704013734-599,5480
20150401110417-611,5481
20150214110230-668,5482
20151001081041-702,5483
20153508083547-956,5484
20155427065441-961,5485
20153815113857-329,5486
20151927041904-297,5487
20154422124407-513,5488
20152707062703-3,5489
20155229035205-191,5490
20150319020304-688,5491
20154916014913-150,5492
20152505102537-378,5493
20154913014902-715,5494
20154120094138-417,5495
20153303113325-724,5496
20153626023632-111,5497
20152209012245-920,5498
20155030015058-336,5499
20152902022959-436,5500
20153827043838-171,5501
20150228100235-385,5502
20151026041051-922,5503
20154321124336-179,5504
20160109120154-984,5505
20151713071733-979,5506
20154926014915-775,5507
20155709105754-104,5508
20154927084959-505,5509
20163217053256-155,5510
20153723123726-448,5511
20155115045123-3,5512
20151522091559-339,5513
20155418045455-317,5514
20155829125801-230,5515
20152518042537-745,5516
20151009061043-83,5517
20150026120010-942,5518
20151526061504-680,5519
20154824124835-785,5520
20153218053206-183,5521
20150925030923-872,5522
20153108053138-793,5523
20163108043103-996,5524
20161618071617-763,5525
20151431111405-813,5526
20152603022615-769,5527
20154403014425-796,5528
20153704113747-463,5529
20150023080039-257,5530
20151424081411-231,5531
20154104044114-321,5532
20150317010343-76,5533
20151109051100-693,5534
20152211122236-998,5535
20153227033233-52,5536
20153902093914-109,5537
20155023065033-796,5538
20150415090454-392,5539
20152010062058-60,5540
20151807101827-295,5541
20153718113750-118,5542
20164220094251-139,5543
20162703112728-345,5544
20153502063540-65,5545
20154407104408-451,5546
20150115080147-541,5547
20151707051709-188,5548
20153521043512-619,5549
20151310101330-91,5550
20153002103029-92,5551
20153801053802-368,5552
20151622101630-477,5553
20150019010055-677,5554
20151823061856-404,5555
20155122055116-333,5556
20153507013548-133,5557
20151501041530-577,5558
20152530082532-866,5559
20153222013237-308,5560
20151025051035-258,5561
20153505103526-82,5562
20151610051648-803,5563
20151631041644-215,5564
20164622114647-721,5565
20154603024631-872,5566
20153011093025-374,5567
20155823115812-779,5568
20152016062014-930,5569
20152602122642-940,5570
20150603020600-648,5571
20153417093447-138,5572
20150912040902-568,5573
20153115023106-634,5574
20153106113100-644,5575
20154624054636-245,5576
20153010103013-306,5577
20155715075716-596,5578
20152115032120-829,5579
20151826041854-598,5580
20153310073359-286,5581
20164707014735-384,5582
20165408055453-259,5583
20153605113620-487,5584
20150827060823-4,5585
20151109091155-536,5586
20151417021426-33,5587
20151916101912-704,5588
20152107032156-241,5589
20152316052346-175,5590
20151717021725-292,5591
20153508053537-848,5592
20153926083915-568,5593
20152807082801-714,5594
20153831123814-376,5595
20151526081503-628,5596
20153601123633-561,5597
20153917053945-907,5598
20150507060531-534,5599
20154922094908-595,5600
20154905084932-890,5601
20152312122312-603,5602
20155524065529-638,5603
20153404123427-942,5604
20153613033606-451,5605
20152729042736-714,5606
20150825120831-381,5607
20154914104905-829,5608
20153125023115-598,5609
20155525015513-235,5610
20152602012639-340,5611
20153007083052-124,5612
20155628075607-90,5613
20150503040507-176,5614
20152124062158-615,5615
20165814095833-724,5616
20154005024018-445,5617
20154407024412-194,5618
20153122043149-695,5619
20151002101014-792,5620
20162828032836-807,5621
20154214044236-934,5622
20153204053251-894,5623
20155925115933-802,5624
20151029031046-528,5625
20154605024652-886,5626
20155915055956-404,5627
20154420054455-558,5628
20150702020750-193,5629
20162621032632-655,5630
20151721041729-734,5631
20154215114244-418,5632
20154922084949-200,5633
20150728080743-392,5634
20154119094154-19,5635
20155430115403-341,5636
20155102095112-902,5637
20150104050127-736,5638
20153022043047-509,5639
20153203033246-681,5640
20160126050110-311,5641
20153325023349-811,5642
20150626120643-518,5643
20155820115826-639,5644
20160408080432-291,5645
20162607022617-993,5646
20155022105003-276,5647
20155211045258-980,5648
20154011034039-469,5649
20152620012607-238,5650
20165222125205-809,5651
20151113011118-560,5652
20150205040226-2,5653
20155105035115-792,5654
20153203013236-729,5655
20151507101527-978,5656
20153102023145-620,5657
20151509021544-252,5658
20153925033910-145,5659
20150724110725-338,5660
20162203032230-331,5661
20155908035942-201,5662
20154027094059-666,5663
20153123053127-918,5664
20152816122841-313,5665
20153415093431-204,5666
20154323064305-880,5667
20150517010500-796,5668
20152909092941-524,5669
20162403012456-660,5670
20154522074550-726,5671
20155722085740-393,5672
20155923115946-322,5673
20151128091137-757,5674
20152603062609-710,5675
20155810015814-86,5676
20161414041441-290,5677
20155525115532-571,5678
20152814122805-968,5679
20155809075828-607,5680
20154821034852-404,5681
20152009032045-131,5682
20150309030327-506,5683
20153529023546-798,5684
20151310041356-561,5685
20152431062440-856,5686
20150213080245-239,5687
20153705103735-214,5688
20155205085202-209,5689
20161229031207-187,5690
20160928040927-911,5691
20163113103132-54,5692
20154930084931-614,5693
20150322090352-662,5694
20151913061938-878,5695
20155825075830-372,5696
20155107095150-103,5697
20152826012855-73,5698
20150409100452-47,5699
20154711064739-979,5700
20155925035953-311,5701
20154923124957-839,5702
20151921021945-394,5703
20155522055527-809,5704
20154011014002-294,5705
20155822125820-486,5706
20155707085753-292,5707
20151712081746-902,5708
20155901015947-373,5709
20155021125027-18,5710
20151712051721-6,5711
20155415065453-301,5712
20152828112812-119,5713
20161431011459-931,5714
20163928063941-914,5715
20161529081503-449,5716
20162729042749-245,5717
20165628115651-59,5718
20160730070750-227,5719
20164928094952-954,5720
20151025061010-490,5721
20154804084834-740,5722
20155722045717-959,5723
20155221055211-397,5724
20160010080032-192,5725
20164917114907-414,5726
20154308124335-8,5727
20161417081451-388,5728
20155602045651-157,5729
20165903095953-941,5730
20150806030828-47,5731
20160613020654-242,5732
20163928123903-96,5733
20160825070848-786,5734
20151524111520-882,5735
20152709082722-414,5736
20165805045826-647,5737
20161828031804-700,5738
20153523023547-89,5739
20162313052322-639,5740
20154418024416-474,5741
20154409084407-538,5742
20154103064143-365,5743
20162422052414-103,5744
20163024013037-780,5745
20162619012609-934,5746
20151402121436-904,5747
20151806021845-686,5748
20165325025305-781,5749
20164007124054-94,5750
20151719111714-100,5751
20151303021334-51,5752
20165903095904-231,5753
20154313094339-456,5754
20151731081743-297,5755
20151912051921-419,5756
20154815104823-873,5757
20154829054829-565,5758
20153304103345-311,5759
20155213095212-354,5760
20154329064331-898,5761
20153429033447-494,5762
20152610122627-285,5763
20151821071848-991,5764
20155719085750-434,5765
20153608033627-983,5766
20151325051302-904,5767
20152823092856-802,5768
20152230062207-827,5769
20155919055908-436,5770
20154303044323-840,5771
20155325065316-87,5772
20163617063617-212,5773
20154711114730-402,5774
20150914020923-661,5775
20153928053908-907,5776
20155702075700-732,5777
20155530095524-691,5778
20163412023438-667,5779
20153116073107-991,5780
20152620062601-225,5781
20151917081946-182,5782
20160909110951-610,5783
20163119123128-753,5784
20153321093359-544,5785
20164317124336-786,5786
20151825021808-12,5787
20152331062301-12,5788
20160303060352-206,5789
20151413011453-866,5790
20163315023315-701,5791
20152803022801-220,5792
20155301025350-31,5793
20155004015052-442,5794
20155113115142-894,5795
20152707052737-344,5796
20152206032253-815,5797
20150111080117-6,5798
20150611080633-723,5799
20151411091415-104,5800
20153105073128-364,5801
20153616013639-745,5802
20155725045758-771,5803
20151415021431-833,5804
20165707015737-976,5805
20150708010750-395,5806
20162013032005-478,5807
20163905073940-631,5808
20150709100754-675,5809
20154719074700-456,5810
20155125075128-608,5811
20165224045224-411,5812
20162817092810-115,5813
20150802090831-105,5814
20153230093248-414,5815
20153515013541-577,5816
20164502024549-955,5817
20151923081949-365,5818
20160316040339-12,5819
20150417010429-819,5820
20151817061821-681,5821
20151007061047-838,5822
20155531115558-211,5823
20163912033939-360,5824
20160906100940-539,5825
20154831084849-281,5826
20154518034548-354,5827
20151925121903-537,5828
20151811041844-860,5829
20161213051244-398,5830
20154419104411-33,5831
20150731090718-928,5832
20154010054018-304,5833
20154824024846-243,5834
20162616052652-543,5835
20152620052624-864,5836
20162815032840-130,5837
20152630102605-959,5838
20151328091324-126,5839
20155805055852-563,5840
20150728060709-594,5841
20153924093910-207,5842
20150014010056-634,5843
20163529023524-230,5844
20154930084928-651,5845
20155704065747-318,5846
20151413051450-791,5847
20153508013524-202,5848
20153529033511-7,5849
20152725112715-664,5850
20152604012632-211,5851
20155810025850-117,5852
20152814102803-385,5853
20152611012652-785,5854
20153711063753-323,5855
20162425032432-35,5856
20165914075959-50,5857
20154019114056-143,5858
20155228055244-170,5859
20155618105624-509,5860
20151704111727-901,5861
20151112061152-300,5862
20152115022112-484,5863
20155902115909-910,5864
20152923092918-372,5865
20164817094825-723,5866
20161710071749-892,5867
20152210082225-415,5868
20154202014212-469,5869
20150824070810-674,5870
20161207111240-520,5871
20160602110658-772,5872
20160726070754-116,5873
20155320035313-723,5874
20152117102125-801,5875
20151305091314-191,5876
20163217073255-223,5877
20151716011720-984,5878
20150624080649-350,5879
20165601025605-874,5880
20164715014743-794,5881
20150729050717-99,5882
20153927113901-186,5883
20153030033049-544,5884
20165924115918-535,5885
20165130075107-907,5886
20150204040257-657,5887
20150405010436-416,5888
20155313125338-978,5889
20163302103315-908,5890
20153519103544-665,5891
20163324123323-506,5892
20163327093318-143,5893
20150403100431-843,5894
20154614074610-36,5895
20164405064404-454,5896
20150928090928-39,5897
20153407043448-48,5898
20153031123024-700,5899
20162422052403-187,5900
20151002101036-262,5901
20165825015806-72,5902
20151717111727-753,5903
20155923025937-192,5904
20150609050637-33,5905
20154022094045-758,5906
20151402071449-545,5907
20150611110616-649,5908
20150021030032-233,5909
20152625042644-584,5910
20165707075701-28,5911
20154317054301-688,5912
20163001043000-71,5913
20153120083140-75,5914
20160920040918-491,5915
20164809074810-439,5916
20164309064338-413,5917
20150212020230-583,5918
20154723124754-646,5919
20152210012245-940,5920
20152516102554-495,5921
20152330072319-809,5922
20153911123946-418,5923
20163007073007-809,5924
20165821085834-177,5925
20152202042207-865,5926
20164605084650-271,5927
20151008061014-338,5928
20163130073114-683,5929
20154709074707-134,5930
20154816074848-645,5931
20150412060407-898,5932
20164007054019-952,5933
20154201034255-306,5934
20155922025912-207,5935
20164825044829-906,5936
20154628104658-106,5937
20154728084707-484,5938
20150410080447-108,5939
20154603094612-797,5940
20153508093525-159,5941
20151206091237-906,5942
20164815074817-238,5943
20151310041335-325,5944
20152722052705-796,5945
20163324073336-290,5946
20152124062158-997,5947
20153322103306-803,5948
20150611040604-12,5949
20154918084957-321,5950
20153220013221-915,5951
20163101043133-598,5952
20165829085835-868,5953
20162510092557-624,5954
20150804070850-234,5955
20151809051832-222,5956
20164103034110-967,5957
20155817115835-186,5958
20150601060650-649,5959
20164526124530-339,5960
20155509085524-852,5961
20150911040954-143,5962
20154420064402-308,5963
20150113030155-53,5964
20155130095154-411,5965
20155309025344-113,5966
20161612061610-683,5967
20153602063638-621,5968
20150328040327-867,5969
20153315103330-816,5970
20161411081440-961,5971
20151018121007-749,5972
20155224125203-186,5973
20150526010540-67,5974
20153822013849-566,5975
20155010105008-953,5976
20165002125056-740,5977
20153015073041-67,5978
20165718045722-622,5979
20154327094301-825,5980
20165526035533-163,5981
20155624015655-104,5982
20153913013945-531,5983
20152630112619-767,5984
20151122051127-509,5985
20154115114133-930,5986
20155822095852-890,5987
20150006040002-269,5988
20154911124931-259,5989
20152627042635-754,5990
20155422015402-862,5991
20153214013206-37,5992
20155422105448-970,5993
20153808063810-896,5994
20164403074426-121,5995
20161222111216-617,5996
20162223072204-386,5997
20164220114220-830,5998
20163628023630-309,5999
20154103124122-473,6000
20162005062058-895,6001
20161421101418-239,6002
20154902024908-48,6003
20152706122706-745,6004
20160905120939-772,6005
20150111070138-888,6006
20154025084012-749,6007
20153624083625-903,6008
20150524100507-675,6009
20153028053017-300,6010
20152122032104-25,6011
20151708041746-192,6012
20152307032323-592,6013
20155114055105-317,6014
20150612030609-600,6015
20163227083231-814,6016
20153117123106-88,6017
20150306110354-15,6018
20160013020053-566,6019
20150722090744-571,6020
20150508100507-109,6021
20162215112205-551,6022
20151915061937-761,6023
20161619011618-976,6024
20153009063028-871,6025
20152507062525-949,6026
20154127044120-550,6027
20153009083047-271,6028
20150031010000-784,6029
20150119070106-803,6030
20160628120634-698,6031
20151401031455-428,6032
20164816094818-621,6033
20154229064228-601,6034
20153113093119-987,6035
20160308100328-161,6036
20164718064732-521,6037
20163631043622-576,6038
20154314064305-777,6039
20152110122153-299,6040
20163030053011-768,6041
20150904100954-304,6042
20152824102831-487,6043
20164930024932-906,6044
20154910084938-198,6045
20155008015024-106,6046
20163704103740-142,6047
20151011101040-543,6048
20153724043708-660,6049
20155913035913-863,6050
20165913045916-883,6051
20154305074304-694,6052
20160424050418-688,6053
20160411030426-791,6054
20163517073543-787,6055
20164706094710-896,6056
20151831111851-513,6057
20154721104733-353,6058
20151927031903-610,6059
20155830035801-177,6060
20151613061633-182,6061
20163729013725-679,6062
20154006094031-783,6063
20152624012651-349,6064
20153225083217-861,6065
20162016012027-544,6066
20154213114224-714,6067
20151922121924-722,6068
20151327021314-581,6069
20164226124213-644,6070
20161903061920-539,6071
20151907071959-817,6072
20152511052523-668,6073
20153125013154-738,6074
20150812090805-372,6075
20155525015511-876,6076
20154317094341-230,6077
20150118040129-468,6078
20153601063643-881,6079
20154402034416-232,6080
20150403100428-88,6081
20154705024717-835,6082
20152517082550-64,6083
20161804091817-454,6084
20153615033630-46,6085
20151913041937-986,6086
20151411011444-524,6087
20154217064237-436,6088
20160311060339-0,6089
20152008082026-609,6090
20161801081836-732,6091
20153913043954-902,6092
20152214052220-756,6093
20154326124353-561,6094
20152412102404-488,6095
20161513011505-693,6096
20162223042231-679,6097
20153931123903-265,6098
20165231065203-823,6099
20154117014151-49,6100
20154928074930-941,6101
